"","County","PM10_mean","PM25_mean","NO2_mean","SO2_mean","O3_mean","CO_mean","BENZENE","TOLUENE","XYLENES","Pb","Hg","As","WaterCR","Cd","Air","PCB","HCB","EOx","VyCl","TRICHLORENE","C2CL4","DCM","C3H3N","Benzidine","24D","ATRAZINE","HCCPD","pct_manure_acres","Herbicides","Fungicides","Insecticides","Per_TotPopSS_ave","med_hh_inc","pct_pers_lt_pov","med_hh_value","pct_unemp","pct_hs_more","pct_mt_10units","med_rooms","violent_rate","work_out_co"
"1975","Transylvania",13.74050177,12.324381771,1178.3227757,881.96275232,9926.6315528,1155.0366742,0.5,0.5,0.5,0.0004740833,0.0005096392,0.005,0.016,0.0000429633,0.000073572,0.1,0.1,0.0044948207,0.0000576181,0.5,0.5,0.5,0.0037549681,0.000000008911596,0.1,0.1,0.1,0.001806548,187.20498,4.76,23.1316,57.59,38587,9.5,122300,4.9,82.5,0.7,5.5,594.17773,21.6
"1976","Tyrrell",7.1781736015,9.0418990916,162.43220354,344.56693102,3985.3915059,1610.3717637,0.5,0.5,1.3,0.0003686933,0.0005003591,0,0,0.0000256143,0.0000458856,0.1,0.1,0.0008757076,0.0000048530252,0.5,0.5,0.5,0.0007475621,0.00000030886334,0.1,0.1,0.1,0.000513632,114097.0522,11162.9068,12975.82751,8.75,25684,23.3,59000,6.1,66.3,0.3,5.1,520.67948,39.8
"1977","Union",15.865686287,12.135366465,1001.7745509,279.01172782,7618.3817056,1050.7414513,0.5,0.5,0.5,0.0012587574,0.0006009292,0.005,0.02,0.0000392229,0.0003550603,0.1,0.1,0.0045896714,0.0047363539,0.5,0.5,0.5,0.0019772383,0.00000031573842,0.1,0.1,0.1,0.094555203,137849.6917,1609.920885,12521.18976,35.13,50638,8.1,128500,4.3,80.2,1.1,5.8,0,46.7
"1978","Vance",13.50067022,11.667238072,439.62144684,336.1935202,6727.482561,2009.2554565,0.5,0.5,0.5,0.0009438469,0.0005103307,0.005,0.009,0.000054351,0.0000723567,0.1,0.1,0.0021890964,0.0065546677,0.5,0.5,0.5,0.0012953753,0.0000016564927,0.1,0.1,0.1,0.002791213,6876.74396,113.6568,421.94415,55.53,31301,20.5,82200,8.3,68.1,1.9,5.2,0,29.9
"1979","Wake",19.941235368,12.899035099,461.51032706,324.23628439,8765.2300355,2826.6464783,0.5,0.78,2.69,0.0012345932,0.0005188653,0.006,0.014,0.0000357038,0.0006588708,0.1,0.1,0.002899101,0.0185123972,0.9,0.89,0.53,0.0014976622,0.000001146345,0.42,0.1,0.1,0.002203605,13243.8203,132.06,778.84296,14.45,54988,7.8,162900,3.9,89.3,12.3,5.6,319.6875,19.5
"1980","Warren",12.253946191,11.482359557,366.89994916,357.30769005,6510.1570665,1997.3151043,0.5,0.5,0.5,0.0004352891,0.0005030765,0.005,0.02,0.0000322085,0.0000686444,0.1,0.1,0.0017870789,0.000032729,0.5,0.5,0.5,0.0011053675,0.0000012604777,0.1,0.1,0.1,0.003943218,5775.63637,90.3546,371.87567,73.03,28351,19.4,80500,8.3,67.5,1.1,5.5,605.25849,55.1
"1981","Washington",8.273527612,9.7219570346,202.48779986,455.26008467,5410.9516578,1741.00288,0.5,0.5,5.07,0.0005679553,0.0005570754,0.005,0.02,0.0000531386,0.0000871234,0.1,0.1,0.0010403938,0.0000189751,0.5,0.5,0.5,0.0008130102,0.00000042322562,0.1,0.1,0.1,0.00591658,113701.9143,14673.8902,13814.56525,23.33,28865,21.8,69400,7.1,69.9,0,5.6,716.70001,32.6
"1982","Watauga",12.537522616,11.999971732,887.28335666,343.44007866,6917.4543572,1323.3649011,0.5,0.5,2.77,0.001091325,0.0005237291,0.005,0.017,0.0000705646,0.0002609491,0.1,0.1,0.0033958365,0.0050271094,0.5,0.5,0.5,0.0023353834,0.00000017430674,0.1,0.1,0.1,0.010227473,61.01886,90.44,26.15605,32.49,32611,17.9,139300,8.2,81.6,9.4,5.2,122.1,13.8
"1983","Wayne",18.751189808,13.52874756,338.39236803,285.60655684,7776.5583294,1674.5273833,0.5,0.5,1.05,0.0007233725,0.0005136883,0.005,0.014,0.000038623,0.000069489,0.1,0.1,0.0021758101,0.0086240725,0.5,0.5,0.5,0.0011519303,0.00000076039952,0.1,0.1,0.1,0.03865201,110921.7708,801.6468,9305.63733,11.1,33942,13.8,87600,6.3,77.2,1.9,5.3,783,18.5
"1984","Wilkes",13.915342857,12.253123542,890.38080715,276.58928703,6935.7652761,1399.5987035,0.5,0.5,0.5,0.000584777,0.0005145327,0.005,0.019,0.0000372515,0.0000717329,0.1,0.1,0.003499571,0.0021947976,0.7,0.5,0.5,0.0021066001,0.00000031133927,0.1,0.1,0.1,0.038609642,3155.58016,25.6744,355.83423,47.01,34258,11.9,89200,3.8,66,1.1,5.2,0,21.8
"1985","Wilson",15.703471199,11.495845747,354.89720155,314.98963087,7453.8647084,1957.7167778,0.5,0.5,0.5,0.0006539212,0.0005175062,0.005,0.01,0.0002346618,0.0000630435,0.1,0.1,0.0020160303,0.0096003431,0.5,0.5,0.5,0.0011637884,0.00000090142093,0.1,0.1,0.1,0.005364753,45684.30638,230.0176,2733.98577,32.28,33116,18.5,86400,7.2,69.4,2.9,5.2,764.70001,20.2
"1986","Yadkin",16.020242286,12.227304596,1124.9698806,279.69757589,6670.4966363,1491.9558503,0.5,0.5,1,0.0004941585,0.0005122318,0.005,0.016,0.0000327647,0.0000794904,0.1,0.1,0.0030824037,0.0000715255,0.5,0.5,0.5,0.0018953841,0.00000047491388,0.1,0.1,0.1,0.066367707,31819.25325,121.4526,2569.88153,73.45,36660,10,90600,3.1,72,0.7,5.2,0,56.1
"1987","Yancey",14.178430681,12.596616481,1149.2195614,452.87398529,7023.7564352,1312.9792027,0.5,0.5,0.5,0.0003799581,0.0005072313,0.008,0.006,0.0000330302,0.0000566182,0.1,0.1,0.0037517231,0.0000483379,0.5,0.5,0.5,0.0026858031,0.000000061643815,0.1,0.1,0.1,0.003912363,41.38872,52.36,15.871,84.92,29674,15.8,93000,4.5,71.1,1.4,5.2,538.62687,34.5
"1988","Adams",4.3719971772,5.1987047583,298.04869575,100.11905669,5070.441548,8.9970373432,0,0,0,0.000345128,0.0005001474,0,0,0.0000252559,0.0000414864,0,0,0.0003174836,0.0000049338166,0,0,0,0.0003830225,0.0000000066,0,0,0,0.005236565,51646.71834,3089.1438,374.765,34.09,29079,10.4,37500,1.9,83.1,5.2,5.5,153.18104,13.6
"1989","Barnes",5.5373911032,6.122754184,273.47178801,30.939762891,3256.6710076,8.8015006338,0,0,0,0.0004936389,0.0005070304,0,0,0.0000323327,0.0000551192,0,0,0.0004919459,0.0007401581,0,0,0,0.0006074834,0.0000000066,0,0,0,0.004501959,508078.3079,19478.38145,1896.37525,26.07,31166,10.8,57600,4.7,85,8.3,5.6,160.73057,15.6
"1990","Benson",3.8386033587,5.0721556627,154.48279898,16.420081204,7856.5324147,6.5539548977,0.5,0.5,0.5,0.0003527618,0.0005002877,0.011,0.001,0.0000250586,0.0000416465,0.1,0.1,0.0003090478,0.00000083744491,0.5,0.5,0.5,0.0004199571,0.0000000066,0.1,0.1,0.1,0.005324965,152964.9003,49479.3687,3271.8667,56.1,26688,29.1,31100,13,73.8,2.5,5.4,135.88537,23.1
"1991","Billings",5.1439233079,4.836606862,459.14008573,268.52552789,10034.841521,6.9929593093,0,0,0,0.0003305586,0.0005002751,0,0,0.0000260278,0.0000418612,0,0,0.0003085898,0.0000018636691,0,0,0,0.0003810114,0.0000000066,0,0,0,0.001393977,12998.57033,3890.969417,269.2010833,74.09,32667,12.8,56500,2.8,77.8,0,5,157.23512,32.3
"1992","Bottineau",3.6527772145,4.4716879095,132.69653922,28.271873855,2731.5150296,4.6419407623,0,0,0,0.0003821616,0.0005034757,0,0,0.0000280834,0.0000468704,0,0,0.0005854033,0.0005702952,0,0,0,0.0008273242,0.0000000066,0,0,0,0.004148898,163571.4457,12167.61602,1280.389283,39.6,29853,10.7,43600,4.7,81.3,2,5.4,139.89658,20.6
"1993","Bowman",3.4678141907,5.0902018969,281.69117544,108.14084583,5273.0093898,8.4185252076,0,0,0,0.0004044477,0.0005008041,0,0,0.0000256507,0.0000429065,0,0,0.0003602568,0.0000211181,0,0,0,0.000395628,0.0000000066,0,0,0,0.006200514,62562.93864,3658.1868,445.858,28.73,31906,8.2,53600,2.1,82.2,1.4,5.9,170.87309,9.1
"1994","Burke",8.9396783556,4.8341487154,1341.4507131,244.34185447,5754.2867206,4.7150554902,0.5,0.5,0.5,0.0003300775,0.000500107,0,0,0.0000249024,0.0000412653,0,0,0.0003090727,0.0000122822,0.5,0.5,0.5,0.0003942663,0.0000000066,0,0,0,0.00237711,129870.304,7807.212,943.994,35.7,25330,15.4,24700,2.6,78.8,0,5.8,145.02427,21.8
"1995","Burleigh",8.2652819415,5.5327894538,462.30538609,242.09928304,3797.7600747,7.8107605752,0,0,0,0.0009323132,0.0005254725,0,0,0.0000493555,0.0002336477,0,0,0.0022718789,0.0112066093,0,0,0,0.0004975533,0.0000000066,0,0,0,0.01407715,72974.52319,9948.525033,814.3811667,7.77,41309,7.8,98900,3.5,87.9,16.7,5.6,82.099998,10.5
"1996","Cass",7.8695920629,6.1727345227,463.45172231,84.83163463,2979.2895507,13.422911818,0,0,0,0.0013046338,0.0006073148,0,0,0.000068618,0.0005450191,0,0,0.0013625192,0.0145121925,0,0,0,0.0008063595,0.0000000066,0,0,0,0.003795089,1002523.05,34988.10792,3175.840383,5.33,38147,10.1,98400,3.9,90.9,31.9,5.1,146.39999,10.8
"1997","Cavalier",3.2509402152,4.814308718,96.081189303,8.0191468902,2936.3415348,5.0143219611,0.5,0.5,0.5,0.0003535052,0.0005008423,0,0,0.0000254049,0.0000427953,0,0,0.0003559484,0.0003756944,0.5,0.5,0.5,0.000691763,0.0000000066,0,0,0,0.000575278,263260.7205,17386.62422,1910.511883,31.98,31868,11.5,46100,3.8,78.8,0.8,5.9,150.3346,11.4
"1998","Dickey",7.4318684668,6.5299935913,229.73948651,27.748975889,3255.3348747,10.252323055,0.5,0.5,0.5,0.0003604857,0.0005012972,0.029,0.002,0.0000259243,0.000043456,0,0.1,0.0003261504,0.0000332782,0.5,0.5,0.5,0.0004617656,0.0000000066,0.1,0.1,0,0.007701231,269769.8536,15808.26187,1282.919733,29.26,29231,14.8,48700,3.8,79.6,5.1,5.8,154.0881,12.6
"1999","Divide",5.0975418077,4.1541864865,247.00367592,83.220084711,2599.7530242,4.8365950087,0,0,0,0.000334006,0.0005001278,0,0,0.000024809,0.0000412749,0,0,0.0003108468,0.000001220096,0,0,0,0.0003797504,0.0000000066,0,0,0,0.005733602,183865.6621,11118.0114,1344.024933,32.87,30089,14.6,31000,4.4,80.4,0.8,5.8,146.13771,11
"2000","Dunn",7.3655717366,4.9772382427,1088.4499774,276.82821443,5417.305873,6.7495131915,0.5,2.02,0.5,0.0003438866,0.0005011601,0,0,0.0000299106,0.0000435822,0,0,0.0003071376,0.0000056956563,0.5,0.5,0.5,0.0003894716,0.0000000066,0,0,0,0.005710469,82668.81969,11089.13643,940.9969,52.68,30015,17.5,37400,6.4,77.5,1.8,5.5,143.95386,26.8
"2001","Eddy",4.1595538163,5.4096230752,161.53440759,18.033547518,10962.746002,6.4524903021,0,0,0,0.0003362754,0.0005002233,0,0,0.0000252004,0.000041651,0,0,0.0003097984,0.0000012476994,0,0,0,0.0004315752,0.0000000066,0,0,0,0.008435458,48536.90155,1999.7856,251.4372,29.86,28642,9.7,34000,4.7,75.5,5.9,5.6,139.92419,27.4
"2002","Emmons",5.9848539629,5.8167400778,248.99900787,88.156339012,3500.7572999,6.8839431363,0.88,0.5,0.5,0.0003555877,0.0005020102,0,0,0.0000268639,0.0000442246,0,0,0.0005516126,0.0002466692,0.5,0.5,0.5,0.0005877732,0.0000000066,0,0,0,0.010607818,82846.28654,5776.615217,532.7964833,40.32,26119,20.1,37000,3.3,65.9,1.6,5.8,145.35737,11.3
"2003","Foster",4.4804140295,5.6097198214,173.28097947,20.508653641,6346.1107214,7.0508571936,0.5,0.5,0.5,0.0004801262,0.0005050658,0,0,0.0000306014,0.0000502515,0,0,0.0004869676,0.0000016221456,0.5,0.5,0.5,0.0004407244,0.0000000066,0,0,0,0.004488998,117078.8019,6231.477017,582.8034833,19.99,32019,9.3,55300,3.3,78,2.7,5.8,146.08475,13.8
"2004","Golden Valley Cou",4.6648490743,4.8871892407,309.54139127,147.55936825,5727.8021712,7.3252652729,0,0,0,0.0003382194,0.0005000483,0,0,0.0000255296,0.0000415748,0,0,0.0003068836,0.00000026357679,0,0,0,0.00037737,0.0000000066,0,0,0,0.003452789,48466.88885,5777.857217,504.08785,27.85,29967,15.3,40600,3.9,87.4,0,5.9,161.01787,11.3
"2005","Grand Forks",4.1975372759,5.3773084551,198.07066752,18.096265771,2550.8976388,8.3660465752,0,0,0,0.0011293645,0.0005206865,0,0,0.0000432391,0.0001035157,0,0,0.0028292532,0.0122927415,0,0,0,0.0008369059,0.0000000066,0,0,0,0.002291937,345995.945,201771.4169,12300.3349,10.32,35785,12.3,92800,4.4,89.2,25.9,5.1,125.3,9.1
"2006","Grant",5.060633656,5.3337473313,342.93014296,132.30020953,4514.8554217,8.7395475705,0,0,0,0.0003287144,0.0005001664,0,0,0.0000268243,0.0000413749,0,0,0.0003109565,0.0000029705442,0,0,0,0.0003888288,0.0000000066,0,0,0,0.009526455,61091.5531,3404.115,418.4715667,45.92,23165,20.3,23500,2.3,73.4,1.3,5.8,142.35305,16.8
"2007","Griggs",4.65123666,5.8142625613,276.86750578,19.962404122,3471.44898,7.1917671753,0,0,0,0.0003396667,0.0005005161,0,0,0.000025519,0.0000419893,0,0,0.0003352403,0.0000498374,0,0,0,0.0004837525,0.0000000066,0,0,0,0.002011569,108650.4347,6266.874017,579.1848833,40.18,29572,10.1,36000,3.2,78.7,4.4,6,157.75105,12.7
"2008","Hettinger",4.7478170171,5.1601299395,346.17831782,110.59423345,5122.5849085,8.309261414,0,0,0,0.0003331445,0.0005000924,0,0,0.0000262197,0.0000412955,0,0,0.0003082838,0.0000240572,0,0,0,0.0003988483,0.0000000066,0,0,0,0.005204199,178204.0989,10640.214,1292.0004,35.14,29209,14.8,30300,4.9,74.8,0.3,6.1,148.27265,15.1
"2009","Kidder",5.196155114,5.6125705012,206.24304838,52.306615139,3900.5707125,8.2337944306,0,0,0,0.0003408758,0.0005000951,0,0,0.0000257546,0.0000415132,0,0,0.0003068645,0.00000061210448,0,0,0,0.0004171568,0.0000000066,0,0,0,0.015041629,45684.22719,81865.8228,4831.4864,41.92,25389,19.8,33400,4.9,72,0,5.6,139.67786,17.2
"2010","LaMoure",6.1834944389,6.3285046523,213.03722207,27.963116609,3231.3655942,9.0774147306,0.5,0.5,0.5,0.0003427951,0.0005004027,0,0,0.0000250322,0.0000417497,0,0,0.0003126243,0.0000484477,0.5,0.5,0.5,0.0004760617,0.0000000066,0,0,0,0.016056625,388266.4969,5673.2904,841.15,40.28,29707,14.7,34600,2.8,75.3,0.4,6.2,156.07814,21.1
"2011","Logan",5.4872995915,5.9507534003,229.83475475,40.844400739,3692.1633692,8.2565210834,0,0,0,0.0003334964,0.0005002081,0,0,0.0000249221,0.0000414359,0,0,0.0003108023,0.0000025287222,0,0,0,0.0004202591,0.0000000066,0,0,0,0.007793414,47993.2713,1849.752,236.8368,36.57,27986,15.1,30200,2.9,66,0.3,5.9,147.6595,18.8
"2012","McHenry",4.1294208727,4.8239592735,168.56018922,45.029820971,3338.0783573,5.4348339479,0,0,0,0.000337675,0.0005001737,0,0,0.0000266137,0.000041481,0,0,0.0003101584,0.0000045584476,0,0,0,0.0004090404,0.0000000066,0,0,0,0.006935872,107030.9656,11829.24423,1041.938367,38.32,27274,15.8,32600,5.1,76.9,1.6,5.8,138.35738,40.1
"2013","McIntosh",5.7938246559,6.0826446697,224.38194361,37.631649301,3282.6455403,9.3609180631,0,0,0,0.0003324639,0.0005002914,0,0,0.0000249368,0.0000415244,0,0,0.0003193336,0.0000037587164,0,0,0,0.000417529,0.0000000066,0,0,0,0.012670659,105365.1133,5810.935817,535.1446833,28.66,26389,15.4,28100,2.5,59.3,0.1,5.8,150.02827,9
"2014","McKenzie",6.9181036086,4.6954611645,910.02238197,243.28624107,4725.4132911,5.581886978,0.5,0.5,0.5,0.0003701113,0.0005008663,0.001,0.002,0.000026065,0.0003754361,0.1,0.1,0.0003543757,0.0000103299,0.5,0.5,0.5,0.0003931375,0.0000000066,0.1,0.1,0.1,0.002667439,114461.2003,9956.235017,1003.813417,49.66,29342,17.2,51100,6.6,79.1,3.1,5.4,153.64821,18.6
"2015","McLean",5.4389414237,5.1038588118,509.06772439,187.49165963,4173.9978965,6.0942528541,0.5,0.5,0.5,0.0004388943,0.0005102521,0.001,0.001,0.0000358677,0.0000476349,0.1,0.1,0.0003117987,0.000119039,0.5,0.5,0.5,0.0004894673,0.0000000066,0.1,0.1,0.1,0.005336139,247783.6568,30220.75148,2655.582617,30.78,32337,13.5,48400,5.6,79,1.9,5.5,136.66877,24.9
"2016","Mercer",6.102367979,5.5700367473,1279.5344855,275.88207902,4989.3783353,6.6333457741,0.5,0.5,1.85,0.0004512576,0.0008658926,0.001,0.001,0.0000415989,0.0000574041,0,0,0.0003937645,0.0000456075,0.5,0.5,0.5,0.0004317826,0.0000000066,0,0,0,0.002321796,46225.18892,2737.4508,331.6772,20.6,42269,7.5,62500,5.4,79,8.6,5.8,135.44568,8.5
"2017","Morton",6.491177316,5.4597824,589.32389201,268.36591632,4689.0440438,7.7905027204,0.5,0.5,0.5,0.0005209065,0.0005194097,0.001,0.001,0.0000428156,0.0000639369,0,0,0.0004594176,0.0035735586,0.5,0.5,0.5,0.0006461311,0.0000000066,0,0,0,0.012388962,104618.9086,5898.465,720.5314,18.9,37028,9.6,74800,3.8,80.2,3.8,5.6,127.2,52.3
"2018","Mountrail",6.7772548146,4.7775077286,760.93425946,281.00736151,4926.8525229,5.502003109,0.5,0.5,0.5,0.0003341563,0.0005003112,0.001,0.001,0.0000270281,0.0000417286,0,0,0.000307861,0.000009999992,0.5,0.5,0.5,0.0003973074,0.0000000066,0,0,0,0.004478821,178209.3455,10614.4632,1284.6076,32.21,27098,19.3,39700,5.9,77.9,0.9,5.3,136.61841,21.7
"2019","Nelson",4.13356185,5.5065340688,209.56706485,14.5369706,3942.4159198,6.3244650167,0,0,0,0.000334134,0.0005002961,0,0,0.0000250378,0.0000417122,0,0,0.0003212406,0.0000047995952,0,0,0,0.0004432402,0.0000000066,0,0,0,0.002958518,145993.4168,7743.819017,769.4034833,30.17,28892,10.3,36100,3.3,81.4,1.7,5.9,161.14289,24.2
"2020","Oliver",6.1490570258,5.3538271546,1003.4060302,289.63170555,5323.8513412,6.9484807339,0,0,0,0.0004354744,0.0005404749,0,0,0.0000400148,0.0000555648,0,0,0.0003107567,0.0000027162854,0,0,0,0.0003995997,0.0000000066,0,0,0,0.012312976,32886.93879,5007.982817,406.2396833,56,36650,14.9,59600,5,79.9,2,6.1,138.33025,39.6
"2021","Pembina",3.2660288123,4.8414421729,99.654041148,7.5351469594,1947.7578567,5.9154318866,0,0,0,0.0003996897,0.0005056342,0,0,0.0000314666,0.0000480986,0,0,0.0003168122,0.0000046369245,0,0,0,0.0004248153,0.0000000066,0,0,0,0.002069887,255844.4591,267354.8405,16063.2377,28.55,36430,9.2,55100,4.8,79.8,3.5,5.7,160.53413,15.8
"2022","Pierce",3.8228808783,4.8742136523,125.69890207,23.259278023,3658.3285343,5.7547063238,0,0,0,0.0003393389,0.0005004128,0,0,0.0000256449,0.000041742,0,0,0.0003165678,0.0000025643866,0,0,0,0.0004124654,0.0000000066,0,0,0,0.0071977,98024.17501,4860.567,598.6646,29.09,26524,12.5,62300,4.1,76.7,4.5,5.9,139.57428,11.4
"2023","Ramsey",3.6663538098,5.0874558618,126.75213316,12.015754428,6977.924623,5.7091176888,0,0,0,0.0005186378,0.0005025146,0,0,0.000027103,0.0000480191,0,0,0.0003293399,0.002523278,0,0,0,0.0005308269,0.0000000066,0,0,0,0.00124435,202712.9906,9969.855617,1075.167283,28.06,35600,12.6,63500,7,80.1,15.1,5.3,141.49925,10.3
"2024","Ransom",6.7567015151,6.4113946532,291.80994009,40.359762778,3100.3566671,12.764685586,0.5,0.5,0.5,0.0004000278,0.0005037738,0,0,0.0000291823,0.0000465256,0,0,0.0003951427,0.0000100097,0.5,0.5,0.5,0.0004766442,0.0000000066,0,0,0,0.012850714,218093.0568,9866.097633,901.7209667,33.11,37672,8.8,56100,3.2,81.3,7.5,6,170.41218,23.6
"2025","Renville",4.4678043227,4.5188953219,253.98943028,70.406710666,3147.994244,4.5227327216,0,0,0,0.0003429761,0.0005000815,0,0,0.0000252698,0.000041328,0,0,0.0003106608,0.0000087480728,0,0,0,0.0003991978,0.0000000066,0,0,0,0.001826943,125776.9284,7309.0872,886.538,37.66,30746,11,44500,1.8,84.1,0.3,5.8,133.6489,29.8
"2026","Richland",8.2213687368,6.6806213186,434.82394465,66.061345235,3051.1110271,20.82153175,0.5,0.5,0.5,0.0005534428,0.0005136585,0.047,0.002,0.0000371963,0.0000681375,0.1,0.1,0.0004425557,0.0017557384,0.5,0.5,0.5,0.0004967535,0.0000000066,0.1,0.1,0.1,0.008030113,758010.167,16135.33145,1813.75925,26.59,36098,10.4,67200,6.1,83.2,11.6,5.7,183.37364,24.4
"2027","Rolette",3.3586025021,4.5490236487,101.33978773,13.346269075,2942.1478608,5.0424439466,0.5,0.5,0.5,0.000357303,0.000500978,0.003,0.001,0.0000255892,0.0000431753,0.1,0.1,0.0003358138,0.0000490744,0.5,0.5,0.5,0.0004411169,0.0000000066,0.1,0.1,0.1,0.004875483,73271.55364,3515.9778,434.851,53.38,26232,31,55200,14.3,73.7,4.1,5.1,139.45788,5
"2028","Sargent",7.2885284023,6.6378578596,288.61861601,35.948291921,2867.0909746,14.65201821,0,0,0,0.0003468422,0.0005017766,0,0,0.0000264633,0.0000438214,0,0,0.0003247735,0.0000150951,0,0,0,0.0004710572,0.0000000066,0,0,0,0.007323346,334732.7745,13627.48505,1213.83245,30.17,37213,8.2,44800,1.9,81.1,1.6,6,171.38358,17.8
"2029","Sheridan",5.2467320874,5.2181271112,220.93618948,79.271912232,3737.8383521,6.6536658042,0,0,0,0.0003343386,0.0005003466,0,0,0.0000282484,0.0000427216,0,0,0.0003121167,0.0000028693655,0,0,0,0.0004121923,0.0000000066,0,0,0,0.004338983,67311.82362,3666.9222,446.9234,51.04,24450,21,23900,7.5,67.8,0.4,5.9,137.63976,21.4
"2030","Sioux",5.5367573265,5.6075909973,317.5936738,114.18447853,4176.1638438,9.3710226244,0,0,0,0.0003315519,0.0005001321,0,0,0.0000254362,0.0000414065,0,0,0.000311004,0.0000039450617,0,0,0,0.0003934847,0.0000000066,0,0,0,0.001768424,3655.856464,130.5342,17.61556667,63.42,22483,39.2,48000,23.3,78.5,3.1,5.1,149.35496,10.1
"2031","Slope",4.4146115616,5.0184367265,306.26688574,115.96661351,7194.5467448,7.6182227628,0,0,0,0.0003292342,0.0005000286,0,0,0.0000249063,0.0000411477,0,0,0.0003078904,0.00000061288832,0,0,0,0.000377656,0.0000000066,0,0,0,0.003180825,56931.1435,3464.352,418.888,64.98,24667,16.9,23900,2.9,82.5,0,5.9,168.10733,26.5
"2032","Stark",5.3650967034,5.1127458324,486.25475383,168.97620732,5691.2975475,7.891190867,0,0,0,0.0004314571,0.0005110156,0,0,0.0000386189,0.0000643708,0,0,0.0006341689,0.0065871161,0,0,0,0.0005637039,0.0000000066,0,0,0,0.008503378,138275.0049,8109.7218,985.1255667,16.38,32526,12.3,70400,4.9,79.9,10.7,5.5,69.599998,5.9
"2033","Steele",4.913978146,5.7272063139,373.61049191,26.923376237,3078.4388747,8.710525461,0,0,0,0.0003474081,0.0005002827,0,0,0.0000251637,0.0000418699,0,0,0.0003140784,0.0000322592,0,0,0,0.000482077,0.0000000066,0,0,0,0.001692459,237549.1815,4559.2992,634.3996,47.9,35757,7.1,34600,2.9,86.1,1.5,6.1,165.99358,32.4
"2034","Stutsman",5.0017781577,5.8818592337,192.04402703,27.961289548,4352.356664,8.0397196692,0.5,0.5,0.5,0.0006778803,0.000520669,0,0,0.0000434835,0.0000801991,0,0,0.0005913033,0.0059495601,0.5,0.5,0.5,0.0005969429,0.0000000066,0,0,0,0.010025247,412176.2886,8871.8544,1186.7928,19.56,33848,10.4,66600,3.4,81.1,10.7,5.4,176.10001,4.7
"2035","Towner",3.3059645593,4.7064232302,117.08204087,10.141222343,3625.933069,5.571981442,0,0,0,0.0003605964,0.0005003178,0,0,0.0000249723,0.0000416026,0,0,0.0003137703,0.0000024969165,0,0,0,0.0004112328,0.0000000066,0,0,0,0.003766886,138480.3913,17437.2706,1460.2522,30.77,32740,8.9,42200,2.3,81.9,2.5,5.9,138.46494,17
"2036","Traill",5.7298614639,5.8080503115,296.91500607,43.10065749,2725.006852,11.548902296,0,0,0,0.0005407893,0.0005054488,0,0,0.000029807,0.0000504356,0,0,0.0004152306,0.000049035,0,0,0,0.0005120363,0.0000000066,0,0,0,0.002983592,407054.6447,68818.9095,4479.9291,29.19,37445,9.2,60000,3.2,83.7,6.1,5.9,178.0055,28.3
"2037","Walsh",3.6564910713,5.135088964,138.3006788,10.711349518,2305.0179482,6.3946006187,0,0,0,0.0004286478,0.0005043287,0,0,0.0000289654,0.0000490216,0,0,0.0003899132,0.0000867832,0,0,0,0.0005026998,0.0000000066,0,0,0,0.002479986,254211.2261,437431.9906,25844.295,27.76,33845,10.9,52100,6.2,76.6,2.8,5.7,159.3433,14.6
"2038","Ward",4.8366450148,4.7979454215,314.53909987,114.37812716,3544.8595874,5.1512939419,0.5,0.5,0.5,0.0006438185,0.0005061655,0.004,0.004,0.0000329664,0.0000557652,0,0,0.0008821725,0.0089883718,0.5,0.5,0.5,0.0005785426,0.0000000066,0,0,0,0.002779635,260384.4764,14991.1907,1815.4971,18.21,33670,10.8,79500,4.5,87.4,10.4,5.4,105.2,4.3
"2039","Wells",4.400167923,5.3241165409,178.74436074,29.476807972,4610.7276045,7.2287464011,0,0,0,0.0003568335,0.0005016652,0,0,0.0000272532,0.0000442614,0,0,0.0005870217,0.0000012517031,0,0,0,0.0004248841,0.0000000066,0,0,0,0.009582362,181329.9125,7765.4808,971.8376,33.29,31894,13.5,38700,6,72.6,3,5.8,61,14.3
"2040","Williams",5.3605456145,4.4237557886,335.69460175,138.99461704,3170.8715356,4.8588432191,0,0,0,0.0005748491,0.0005051519,0,0,0.0000277762,0.0000511326,0,0,0.001162752,0.0051384539,0,0,0,0.0005270531,0.0000000066,0,0,0,0.00274678,288152.2523,27007.09565,2659.696983,21.55,31491,11.9,56100,5.7,82.5,9.6,5.4,113.3,4.8
"2041","Adams",8.9611003701,11.237313242,597.17413616,304.27155544,6282.9800292,864.37167879,0.5,0.5,0.5,0.0004227188,0.0005363184,0.005,0.007,0.0000482043,0.0000867688,0,0,0.0019043203,0.0000740164,0.5,0.5,0.5,0.0049058446,0.0000000066,0,0.23,0,0.012981935,51083.57328,33.389,699.3525,6.05,29315,17.4,67400,7.6,68.6,2.1,5.4,308.75676,40.1
"2042","Allen",21.358378732,11.875005451,436.46607911,265.06087255,7671.6091114,579.75963356,0.5,0.61,0.5,0.0049919887,0.0005135631,0.006,0.004,0.0000774301,0.0029848069,0,0,0.0056907827,0.0136295257,0.5,0.5,0.5,0.042184056,0.0000000067322647,0,0.24,0,0.009888511,280922.0305,82.093,4831.3797,4.83,37048,12.1,81800,5.7,82.5,5.8,5.9,1113.6,15.7
