"","County","PCT_HARVEST_ACRES","pct_irrigated_acres","farms_per_acres","pct_manure_acres","PCT_NEMATODE_ACRES","PCT_DISEASE_ACRES","PCT_DEFOLIATE_ACRES","PCT_AU","Herbicides","Fungicides","Insecticides","MEAN_AS","MEAN_SE","MEAN_HG","MEAN_PB","MEAN_ZN","MEAN_CU","MEAN_NA__PCT","MEAN_MG_PCT","MEAN_TI_PCT","MEAN_CA_PCT","MEAN_FE_PCT","MEAN_AL_PCT","MEAN_P_PCT","Facilities_per_pop","RADON_ZONE"
"1836","Columbia",0.148206959,0.028298876,0.000188,0.043124393,0.0000482052,0.007042783,0.003940777,0.021463675,16645.38657,1528.66493,873.3307325,6.561,0.402,0.067,55.141,132.607,49.015,1.043,0.874,0.438,1.008,3.506,6.086,0.063,0.000332837,1
"1837","Cortland",0.165225839,0.006190556,0.0000747727,0.048138035,0.00038326,0.00023678,0.001112244,0.046025702,10382.5249,42.1854,443.6046,7.66,0.264,0.079,75.297,365.07,14.676,0.497,0.621,0.278,0.784,3.275,4.951,0.053,0.000761333,1
"1838","Delaware",0.071178025,0.006141267,0.0000510885,0.029098109,0.000130931,0.0000329947,0.0000877771,0.042589997,4794.98473,374.0139,255.7951,7.983,0.259,0.079,32.78,63.042,11.026,0.383,0.396,0.223,0.193,2.169,3.532,0.043,0.000978046,1
"1839","Dutchess",0.082401439,0.02085971,0.000145766,0.012174317,0,0.003239038,0.000274495,0.000318822,13800.07833,312.5442,648.6658,4.5,0.687,0.092,38.16,116.237,15.544,1.052,0.825,0.464,1.098,3.068,5.572,0.081,0.000228449,1
"1840","Erie",0.10922816,0.017577472,0.000184664,0.042230762,0.002193325,0.005076352,0.002158659,0.0000180032,19435.97265,5574.8211,1548.4064,6.814,0.277,0.021,33.583,91.722,15.53,0.975,0.993,0.51,2.179,3.149,4.69,0.058,0.000592466,1
"1841","Essex",0.015200235,0.002467878,0.0000244586,0.004631653,0.0000171211,0.000469606,0.000214421,0.012519044,708.6258425,759.0284649,138.9747662,1.825,0.144,0.036,24.182,75.781,2.625,1.561,0.988,0.952,3.191,5.532,6.571,0.081,0.000772181,3
"1842","Franklin",0.055991486,0.006044028,0.0000340586,0.028265911,0,0.0000462553,0.000151829,0.000026025,6876.1578,8046.0939,1459.7781,1.068,0.168,0.043,16.931,49.128,1.613,1.194,0.532,0.731,1.56,3.367,4.57,0.059,0.000352016,3
"1843","Fulton",0.049422969,0.002492259,0.0000733017,0.022110738,0,0.0000703697,0.0000996904,0.000110279,1898.6178,9.5901,85.2799,2.012,0.171,0.034,31.535,69.155,1.726,1.499,1.024,0.815,2.341,5.163,6.076,0.047,0.000817097,3
"1844","Genesee",0.396052253,0.152953587,0.000164032,0.09663381,0.006043951,0.021538671,0.001353265,0.256479754,58578.04905,4166.1501,2913.7504,3.014,0.187,0.026,18.091,70.492,10.177,1.049,1.286,0.521,4.018,2.829,4.515,0.061,0.000662581,1
"1845","Greene",0.057582658,0.01119887,0.0000997143,0.009199835,0,0.000178061,0.000195798,0.039509898,2546.099132,605.5140692,194.5147,9.151,0.526,0.157,55.584,151.357,58.808,0.53,0.554,0.309,0.457,2.883,4.752,0.049,0.00043573,1
"1846","Hamilton",0.000215695,0,0.00000173,0.000031115,0,0.0000434313,0,0.00174693,75.63264416,251.7089883,40.44362208,2.708,0.182,0.043,35.235,102.457,1.913,1.671,0.934,1.05,2.386,6.275,6.161,0.062,0.000185908,3
"1847","Herkimer",0.075952703,0.003712458,0.000038571,0.036767794,0,0.000197141,0,0.018324402,11000.36963,756.4647342,571.4408662,2.43,0.21,0.056,30.72,86.076,2.725,1.301,0.762,0.901,2.063,5.022,5.126,0.045,0.000822636,3
"1848","Jefferson",0.152696034,0.002170747,0.0000277654,0.051792498,0.000314674,0.0000908685,0.001051718,0.009920867,27994.02213,765.1229649,1222.709866,3.374,0.312,0.075,35.996,123.533,8.071,0.955,0.892,0.426,3.019,3.201,5.518,0.085,0.000581718,2
"1849","Kings",0.00040241,0,0.0000161249,0,0,0,0,0.408707742,NA,NA,NA,14.4,1.5,0.4,640,423,87,0.991,0.849,0.667,1.65,4.76,5.27,0.135,0.000261629,3
"1850","Lewis",0.11798729,0.002530497,0.0000218042,0.062798475,0,0.0000133248,0.000186547,0.069773383,9391.1529,29.6373,404.2627,1.967,0.207,0.149,27.22,79.681,5.492,1.302,0.5,0.591,1.194,3.433,4.989,0.052,0.000668052,2
"1851","Livingston",0.305805384,0.026036787,0.0000853905,0.067429228,0.00090038,0.004845302,0.002693461,0.000721912,69513.2666,7346.1408,3820.0662,3.622,0.15,0.016,17.729,53.606,6.439,0.908,0.847,0.477,1.902,2.678,4.029,0.044,0.000373088,1
"1852","Madison",0.203511881,0.009043765,0.0000614097,0.091217084,0.000290553,0.003649156,0.000840841,0.028026207,26234.97683,1036.543453,1248.630488,5.983,0.402,0.098,25.052,82.688,13.363,0.478,1.096,0.29,2.601,2.876,4.788,0.063,0.000432021,1
"1853","Monroe",0.076124406,0.023304604,0.000122427,0.003215138,0.000140752,0.003424523,0.001779196,0.024816847,42977.59185,1984.9029,1835.6736,1.62,0.107,0.023,17.224,57.495,3.662,1.185,1.013,0.514,2.439,2.218,4.008,0.054,0.000482768,2
"1854","Montgomery",0.34961661,0.021842708,0.0000952001,0.095801752,0.005621337,0.003609987,0,0.087369663,24793.82033,761.3489649,1092.929866,3.984,0.179,0.058,43.278,71.096,7.533,1.12,1.198,0.635,3.129,3.632,5.206,0.062,0.000824817,2
"1855","Nassau",0.001665683,0.00199675,0.000134496,0.000227609,0.0000137945,0.000651789,0.00028441,0.018747066,314.3784187,NA,NA,7.431,0.758,0.176,198.002,170.41,53.681,0.63,0.442,0.388,0.738,2.496,4.05,0.084,0.000215804,3
"1856","New York",0.000185076,0.000185076,0.000185076,0.000290833,0,0,0,0.012491231,NA,NA,NA,6.364,0.25,0.135,121.844,163.481,31.067,1.438,0.779,0.63,1.209,3.946,5.318,0.077,0.000420246,3
"1857","Niagara",0.130681494,0.036524087,0.000179577,0.020119503,0.004274212,0.013397009,0.003362618,0.077699626,66915.4166,601.17,2635.4,3.618,0.206,0.027,17.616,85.382,12.224,1.345,0.885,0.484,1.869,2.765,4.719,0.076,0.001114416,2
"1858","Oneida",0.138362991,0.005470136,0.0000584177,0.048403431,0.000125536,0.003654215,0.00063638,0.026658441,46031.57015,1131.4959,2057.4726,4.91,0.378,1.541,25.57,82.929,9.118,0.674,0.683,0.441,1.253,2.949,4.028,0.061,0.000743198,2
"1859","Onondaga",0.190139818,0.021761239,0.000159025,0.067756364,0.001660068,0.004097808,0.001842365,0.000654584,66740.3832,459.7896,2629.1334,3.824,0.277,0.075,24.45,79.757,10.382,0.648,0.976,0.383,2.871,2.544,3.859,0.054,0.000514906,1
"1860","Ontario",0.286086832,0.025670165,0.000146242,0.062553779,0.003080514,0.012805598,0.002618201,0.241748476,72352.81318,1325.075953,2774.575488,3.81,0.166,0.029,19.946,59.326,7.941,0.913,1.056,0.43,2.631,2.561,4.218,0.056,0.00050886,1
"1861","Orange",0.10183874,0.02564695,0.0002236,0.024828946,0.002344076,0.007522286,0.000793781,0.046373188,5906.77845,1276.2228,447.2987,4.081,0.331,0.046,27.203,97.436,9.473,0.803,0.542,0.363,0.547,2.591,4.024,0.05,0.000372034,1
"1862","Orleans",0.176237354,0.068999092,0.000129974,0.010808883,0.003790277,0.024920639,0.010858579,0.03719492,74546.53115,7972.0386,3621.2859,4.066,0.143,0.025,16.398,75.856,9.443,1.329,0.946,0.568,2.191,2.97,4.618,0.073,0.000747097,0
"1863","Oswego",0.049700213,0.010526376,0.0000643014,0.013056755,0.002033829,0.003903333,0.001427729,0.036309937,9222.78625,5841.9264,1240.1981,3.027,0.236,0.506,18.512,80.342,9.631,0.587,0.355,0.304,0.788,1.427,2.448,0.04,0.000645546,2
"1864","Otsego",0.132212959,0.006581864,0.0000861984,0.055942764,0.0000153926,0.0000277066,0.000623399,0.031289054,13186.69685,212.6397,586.8038,6.941,0.194,0.297,30.182,79.385,7.235,0.552,0.537,0.28,0.991,2.731,4.328,0.05,0.00038913,1
"1865","Putnam",0.0075,0.00267132,0.000069797,0.001218274,0,0.000318845,0,0.209925468,151.2652883,503.4179766,80.88724416,3.493,0.433,0.075,33.6,100.742,10.249,1.448,0.996,0.783,1.888,3.756,5.673,0.12,0.000208888,1
"1866","Queens",0.000437442,0,0.0000175286,0.0000137725,0,0,0,0.147714663,NA,NA,NA,11.428,1.173,0.31,451.323,317.468,69.547,0.871,0.7,0.565,1.299,3.822,5.027,0.124,0.00024536,3
"1867","Rensselaer",0.102862607,0.016916771,0.000140895,0.016881547,0.000288872,0.002402257,0.001094283,0.003539003,14805.65811,254.3845268,681.1036221,6.392,0.348,0.053,39.453,109.619,33.04,1.124,0.638,0.369,0.648,3.12,5.83,0.063,0.000432679,1
"1868","Richmond",0.003423825,0,0.000137195,0.0000479094,0,0.001532012,0,0.235684843,NA,NA,NA,18.679,0.598,0,83.301,70.229,11.593,0.145,0.295,2.118,0.257,6.542,2.539,0.096,0.000286211,3
"1869","Rockland",0.002625853,0.00734455,0.000156767,0.001160078,0,0.001395229,0.001292869,0.158268565,17.2896,57.5406,9.2454,3.759,0.356,0.115,50.935,101.024,16.13,1.209,0.783,0.679,1.219,3.72,4.591,0.086,0.00029991,3
"1870","St. Lawrence",0.095823491,0.004384335,0.0000359962,0.042141004,0.000136249,0.000125156,0.000163367,0.086962192,9116.222495,4532.34279,1039.972197,3.651,0.25,0.045,22.425,63.564,4.195,1.214,0.754,0.609,1.585,3.256,4.997,0.066,0.000598583,2
"1871","Saratoga",0.06696799,0.009359703,0.000138896,0.027645755,0.001798233,0.000283347,0.000305461,0.028070909,9168.7486,21.6282,387.5808,3.237,0.236,0.039,33.456,88.31,5.244,1.255,0.858,0.844,1.738,5.589,5.566,0.053,0.000284098,2
"1872","Schenectady",0.067465831,0.014714126,0.000231073,0.017732981,0,0.001192634,0.0000894476,0.138460924,1300.116167,1007.504838,202.9435883,6.013,0.239,0.067,56.991,88.579,14.147,1.015,0.901,0.551,1.229,3.899,5.666,0.057,0.000429873,2
"1873","Schoharie",0.14226543,0.009412019,0.00008731,0.042245574,0,0.000376057,0.000205729,0.016984334,10854.26955,979.3887,620.0538,6.969,0.185,0.069,55.579,102.875,13.251,0.722,0.636,0.348,1.758,2.877,4.531,0.054,0.000284972,1
"1874","Schuyler",0.129220604,0.008752593,0.000100447,0.029252929,0.000547893,0.00605422,0.00105926,0.09807921,7536.952545,41.9538,304.7647,8.084,0.229,0.049,27.664,84.312,9.918,0.668,0.693,0.366,0.69,3.513,5.743,0.054,0.000884311,1
"1875","Seneca",0.346137903,0.013507977,0.000112033,0.048474271,0.001476631,0.010347046,0.006789999,0.037295028,72690.12595,227.0328,2257.8507,4.526,0.238,0.054,21.11,58.913,8.684,0.811,0.896,0.358,2.191,2.578,4.406,0.056,0.00053986,1
"1876","Steuben",0.19768446,0.024231492,0.00007122,0.042506098,0.003369596,0.005204624,0.004595916,0.000872252,56341.31045,42805.1193,8585.3122,8.836,0.148,0.029,25.378,67.714,10.272,0.61,0.507,0.288,0.546,2.632,4.407,0.051,0.001043292,1
"1877","Suffolk",0.01434521,0.017630116,0.000250203,0.000294318,0.000215965,0.006897711,0.001208877,0.000182317,12209.29848,31154.0763,5122.8812,4.159,0.412,0.053,50.29,43.044,12.898,0.511,0.21,0.398,0.381,1.813,2.785,0.038,0.000244475,3
"1878","Sullivan",0.041601357,0.004101984,0.0000548603,0.030756257,0.00019282,0,0,0.016451729,960.8757778,364.4238,96.6642,5.977,0.241,0.048,23.517,77.337,3.806,0.423,0.299,0.231,0.1,1.713,3.238,0.039,0.000324473,1
"1879","Tioga",0.16709974,0.02108991,0.000146416,0.081703233,0.01044336,0.000137452,0,0.048096434,6607.350261,3021.845629,720.0604649,10.471,0.188,0.048,29.83,82.734,9.282,0.622,0.579,0.257,0.285,3.369,5.645,0.059,0.000868994,1
"1880","Tompkins",0.168788011,0.018919843,0.00019387,0.056619689,0.00078194,0.003521449,0.000114415,0.176037043,21750.12765,341.8926,899.4749,6.593,0.224,0.049,25.579,91.358,11.07,0.673,0.671,0.361,0.878,3.121,5.373,0.055,0.000248702,1
"1881","Ulster",0.042423714,0.032777555,0.000161532,0.005537859,0.001821517,0.011179367,0.006953957,0.00745311,3997.018663,191.802,191.395,6.745,0.286,0.078,31.171,82.173,11.689,0.401,0.4,0.24,0.288,2.152,3.505,0.041,0.000241914,1
"1882","Warren",0.001925278,0.000902287,0.0000352194,0.000278401,0.00000503,0.0000100627,0.000276625,0.009099598,NA,NA,NA,2.696,0.142,0.035,26.374,97.565,1.402,1.588,1.03,1.081,2.644,6.509,6.519,0.069,0.001074199,3
"1883","Washington",0.191660435,0.013483268,0.000127462,0.062376971,0.001976585,0.00241439,0.000304692,0.005955994,18003.40845,1944.4677,1068.8268,5.147,0.406,0.046,35.037,80.309,10.986,0.962,0.778,0.396,0.926,3.58,5.969,0.076,0.000720815,1
"1884","Wayne",0.111523446,0.017491683,0.000107242,0.012827234,0.000759723,0.017175602,0.013034944,0.033029154,77338.3505,17833.1196,5325.9774,2.436,0.119,0.021,14.25,35.691,3.872,0.923,0.631,0.388,1.658,1.903,3.3,0.044,0.000597238,2
"1885","Westchester",0.003758774,0.005355393,0.000121856,0.000849864,0.000768727,0.000587406,0.000246836,0.172323407,75.63264416,251.7089883,40.44362208,4.251,0.417,0.148,69.647,116.946,20.124,1.419,0.917,0.735,1.803,4.049,5.683,0.106,0.000262058,3
"1886","Wyoming",0.348659861,0.078496999,0.000099549,0.171200687,0.008820565,0.011015882,0.006394713,0.046582523,37856.62645,43278.906,7991.1185,7.453,0.275,0.022,17.804,94.443,20.066,0.82,0.929,0.538,1.807,3.388,4.739,0.06,0.000852063,1
"1887","Yates",0.276202729,0.030533951,0.000316026,0.077064649,0.002153968,0.02182244,0.005913016,0.104772614,25804.1301,480.0387,1078.6703,7.369,0.17,0.037,25.569,75.02,11.117,0.707,0.888,0.366,1.527,3.288,5.491,0.055,0.000731083,1
"1888","Alamance",0.084178847,0.092243456,0.000449232,0.010544368,0.000790648,0.001164409,0.001460063,0.008305088,5495.94003,123.753,627.55659,2.62,0.246,0.047,21.192,49.46,21.804,1.174,0.581,0.634,2.266,4.048,5.798,0.034,0.000443425,3
"1889","Alexander",0.10353329,0.044106749,0.000273144,0.091146823,0,0.000587853,0.000587853,0,2006.672186,201.1205702,215.0423083,1.806,0.124,0.042,21.113,33.857,7.148,0.207,0.246,0.62,0.305,1.997,3.134,0.028,0.00038687,2
"1890","Alleghany",0.114965024,0.030119523,0.000159222,0.020499851,0.002919073,0.001804518,0,0.135338285,78.72318,14.28,12.29878333,1.566,0.129,0.035,22.214,61.792,11.469,0.677,0.651,0.8,0.954,4.28,4.764,0.019,0.000468296,1
"1891","Anson",0.064823693,0.022221692,0.0000639975,0.022471864,0.001791224,0,0.00358968,0.059614861,22862.92663,72.9738,2128.18674,9.952,0.322,0.06,27.253,37.893,16.668,0.354,0.243,0.615,0.257,2.536,3.927,0.037,0.000435213,3
"1892","Ashe",0.077758886,0.050747018,0.000336825,0.003503708,0,0.001142275,0.000743699,1.480936637,208.36557,117.3072,52.02577381,1.547,0.152,0.04,21.618,63.985,14.561,0.886,0.737,0.869,1.54,3.986,5.791,0.056,0.000451115,2
"1893","Avery",0.062971512,0.022494792,0.000322347,0.000429797,0.000853273,0.010915568,0.004158914,0.026960824,92.58336,57.12,22.90978333,1.606,0.156,0.045,17.102,70.513,14.748,1.269,0.925,0.632,1.665,3.792,5.75,0.044,0.000116503,2
"1894","Beaufort",0.244316137,0.021204065,0.0000603036,0.004053383,0.020082743,0.0204902,0.046547894,0.049750203,190155.8241,1594.803855,18052.03516,3.1,0.252,0.046,20.938,35.397,4.604,0.49,0.123,0.652,0.386,1.396,3.021,0.021,0.000422617,3
"1895","Bertie",0.18117934,0.095870238,0.0000632403,0.013297334,0.031232293,0.039000314,0.059108632,0.013346717,57319.29372,60.1512,5373.35633,1.748,0.228,0.044,21.47,25.949,4.618,0.325,0.107,0.623,0.392,1.891,2.552,0.018,0.000556314,3
"1896","Bladen",0.114401567,0.065486809,0.000184936,0.02029191,0.033205745,0.008260486,0.032291631,0.028631796,64108.83441,204.2486851,5873.543812,1.572,0.209,0.068,16.012,9.801,3.394,0.059,0.03,0.467,0.075,0.407,0.945,0.016,0.000433732,3
"1897","Brunswick",0.030273521,0.014544504,0.0000848206,0.000934515,0.00689428,0.001910696,0.000604558,0.013903128,23112.01813,10.937,1742.1295,2.108,0.214,0.094,21.553,18.853,5.05,0.114,0.031,0.664,0.16,0.64,1.005,0.014,0.000300781,3
"1898","Buncombe",0.041494582,0.039223534,0.00030549,0.010931343,0.0000781487,0.000847795,0.000589667,0.019735549,293.66742,93.5072,56.74275,0.757,0.117,0.033,23.902,66.143,14.528,0.723,0.585,0.788,0.959,3.543,5.722,0.044,0.000368342,1
"1899","Burke",0.033930184,0.01074562,0.000188147,0.004879683,0,0.003116564,0.000194216,0.004193817,3636.374331,186.5087702,382.2132847,2.487,0.137,0.082,21.491,50.637,9.148,0.287,0.356,0.597,0.507,2.425,4.558,0.034,0.000482344,2
"1900","Cabarrus",0.115344505,0.025874706,0.000209772,0.014782488,0.001318043,0.003468644,0,0.043631139,16411.36124,233.9408851,1501.229422,4.603,0.196,0.037,14.774,46.338,21.52,1.079,0.781,0.601,2.244,4.314,5.565,0.027,0.000427275,3
"1901","Caldwell",0.028730445,0.017295589,0.000125187,0.006022159,0.002028549,0.001357292,0.0000955375,0.259214796,2511.418371,189.3203702,300.7862447,2.635,0.122,0.04,22.12,51.044,9.201,0.562,0.399,0.664,0.724,2.619,4.223,0.039,0.000749209,2
"1902","Camden",0.280943327,0,0.0000102224,0.00046001,0.00314727,0.023767174,0.004947661,0.091963037,86583.5962,20317.0556,11920.11663,4.487,0.535,0.192,29.403,49.178,11.273,0.975,0.259,0.402,0.66,1.491,5.789,0.061,0,3
"1903","Carteret",0.052200669,0.006936389,0.0000396298,0.0000641071,0.002051427,0.003158732,0.001614334,0.024046093,73897.04017,3468.679,7446.44348,4.319,0.571,0.099,19.404,143.1,6.703,0.417,0.233,0.462,0.498,1.704,2.738,0.022,0.000134719,3
"1904","Caswell",0.059917169,0.199471034,0.000474115,0.006612078,0.003862212,0.001502579,0.001655755,0.130702006,2524.61287,63.983,262.03306,2.082,0.155,0.041,22.308,35.398,13.678,0.923,0.888,0.605,2.296,3.454,5.403,0.026,0.000170206,2
"1905","Catawba",0.101830216,0.029412832,0.000200267,0.007772636,0.000113359,0.000842634,0,0.070323853,14414.30791,369.1775702,1142.791815,4.471,0.177,0.035,21.802,51.007,14.141,0.255,0.378,0.828,0.504,3.525,4.354,0.031,0.00094576,2
"1906","Chatham",0.054187822,0.012902387,0.000178496,0.03044787,0.000749242,0.000720595,0,0.019978491,5154.78805,208.7426,512.71005,5.787,0.235,0.052,20.253,35.649,15.358,0.781,0.202,0.48,1.769,3.564,4.834,0.028,0.000405441,3
"1907","Cherokee",0.017015139,0.001757762,0.000056918,0.001456432,0.000254457,0.0000703105,0.0000133925,0.044015171,1574.013247,318.92,244.3046067,1.969,0.151,0.018,15.459,51.653,7.5,0.258,0.314,0.646,0.154,2.365,3.259,0.016,0.000370401,1
"1908","Chowan",0.296647968,0.173501725,0.000321461,0.012597242,0.079722258,0.05859961,0.135488995,0.108375751,15619.05812,138.4742851,1268.40189,3.24,0.351,0.048,27.644,40.343,6.607,0.516,0.162,0.564,0.341,1.637,4.014,0.027,0.000757263,3
"1909","Clay",0.021284282,0.004214359,0.0000708296,0.007628343,0,0.0000354148,0.0000849955,0.006506908,1129.964547,9.52,101.2134767,1.034,0.118,0.039,16.502,62.066,11.069,0.275,0.429,0.779,0.447,3.855,3.452,0.018,0.00022792,2
"1910","Cleveland",0.108114597,0.014944782,0.000183392,0.020476553,0.004638151,0.000183392,0.00178057,0.172343581,10944.5569,208.1436,821.78355,2.687,0.107,0.044,26.378,34.912,7.835,0.199,0.245,0.491,0.192,1.672,3.937,0.032,0.000436196,2
"1911","Columbus",0.156605561,0.04757629,0.000149106,0.020593016,0.017668244,0.007298002,0.010555395,0.002300964,119663.5655,596.1922,10156.0863,2.104,0.242,0.026,10.378,10.67,3.194,0.059,0.035,0.404,0.05,0.463,1.049,0.013,0.000365303,3
"1912","Craven",0.110582388,0.022702612,0.0000968817,0.001965891,0.014540329,0.009690189,0.034467684,0.102062735,39623.14063,101.9844,3525.909664,2.298,0.17,0.023,18.406,18.987,2.811,0.199,0.048,0.592,0.203,0.775,1.57,0.015,0.000273415,3
"1913","Cumberland",0.102874985,0.082749901,0.000218312,0.006212412,0.011245463,0.00227567,0.01685277,0.118388456,37057.23982,165.9696,3065.27217,2.547,0.139,0.078,22.475,16.697,5.895,0.054,0.04,0.737,0.083,0.733,1.466,0.027,0.000828484,3
"1914","Currituck",0.085536954,0.009975744,0.0000475602,0.002089675,0.000915171,0.004592528,0.000865001,0.026134399,44138.06784,410.6456851,4050.007962,4.643,0.716,0.336,40.553,57.118,13.835,0.781,0.306,0.441,0.641,1.756,5.94,0.069,0.000164926,3
"1915","Dare",0.002095328,0.000007,0.000004,0,0,0,0,0.053022942,1876.03524,20.0646,96.33739381,2.158,0.185,0.034,12.557,21.832,4.592,1.408,0.226,0.32,0.743,1.049,4.671,0.02,0.00013348,3
"1916","Davidson",0.105617689,0.035930029,0.000308767,0.018798962,0.000341849,0.001692706,0.000237089,0.040273788,19044.00005,105.6122,1584.75381,3.936,0.196,0.034,28.481,49.591,17.412,0.732,0.523,0.714,2.303,3.612,5.996,0.022,0.000448229,3
"1917","Davie",0.162356214,0.039447432,0.000351268,0.011744071,0,0.000848898,0.000632283,0.031912629,19058.22916,367.9238553,1760.295507,1.303,0.111,0.034,31.195,71.843,10.643,0.693,1.211,0.801,2.479,7.814,4.895,0.017,0.000315774,3
"1918","Duplin",0.269639075,0.20024783,0.000579898,0.05660679,0.061183022,0.038235097,0.038492617,0.009475494,154781.4315,768.8516,14324.5648,2.795,0.46,0.061,17.296,21.438,4.972,0.034,0.054,0.649,0.086,0.753,1.502,0.034,0.000428021,3
"1919","Durham",0.023663908,0.066983025,0.000314819,0.002340156,0.001825951,0.00076606,0.001957126,0.053986379,559.06859,21.513,58.32211,2.561,0.202,0.04,19.73,33.357,11.82,0.899,0.222,0.426,0.805,2.123,4.564,0.021,0.000394064,3
"1920","Edgecombe",0.296976169,0.196973454,0.000157305,0.008731962,0.045825067,0.035961127,0.093466851,0.021330122,47226.68422,111.0582,3959.376927,3.877,0.389,0.03,26.213,32.281,4.925,0.115,0.08,0.611,0.116,1.39,2.517,0.029,0.000557494,3
"1921","Forsyth",0.069977992,0.015707492,0.000344346,0.003276967,0.002308256,0.002270416,0.002921268,0.016540457,9265.612181,204.5285702,672.0709147,2.828,0.11,0.037,37.447,42.932,9.325,0.97,0.534,0.656,1.528,3.211,6.107,0.028,0.000401873,2
"1922","Franklin",0.106464445,0.201928618,0.000372784,0.007461989,0.007244005,0.004953598,0.002795876,0.007417466,18533.58058,217.8452,1184.37336,3.078,0.149,0.044,34.457,32.183,7.388,0.586,0.12,0.463,0.653,1.827,4.739,0.026,0.000275074,2
"1923","Gaston",0.05717648,0.009464227,0.000176219,0.013035876,0,0.0000171921,0.00087307,0.097623282,834.21554,13.4616,59.94975,1.611,0.103,0.041,30.601,50.426,16.14,0.417,0.383,0.556,0.805,3.248,4.347,0.026,0.000488535,2
"1924","Gates",0.222592954,0.055799696,0.0000497323,0.012451172,0.030390987,0.05726454,0.070280852,0.158678321,28403.84782,131.5062,2432.303424,3.814,0.295,0.064,27.345,32.75,5.673,0.287,0.111,0.591,0.212,1.305,2.983,0.028,0.00028528,3
"1925","Graham",0.006030338,0,0.0000362649,0.000279758,0.003190054,0.000103614,0.0000362649,0.131304458,455.39886,33.32,60.8237,2.362,0.18,0.031,16.171,78.733,9.285,0.523,0.436,0.714,0.197,2.852,4.856,0.028,0.000375328,2
"1926","Granville",0.061229173,0.170158044,0.00043681,0.001016312,0.00334888,0.004705904,0.003255694,0.001777774,5137.850841,288.1097702,535.8845647,3.469,0.261,0.042,23.412,49.658,13.652,0.638,0.308,0.618,1.059,3.026,4.313,0.023,0.000556724,3
"1927","Greene",0.410402328,0.210631041,0.00043486,0.036058144,0.06407725,0.042263718,0.091467571,0.164787505,57747.46703,322.3175702,4599.340065,2.088,0.219,0.029,14.62,17.432,4.119,0.025,0.035,0.68,0.038,0.773,1.118,0.023,0.000316222,3
"1928","Guilford",0.080906949,0.078410084,0.000384864,0.007937224,0.001394538,0.001031055,0.001427798,0.083807389,13660.38362,285.2788,1388.04,1.732,0.139,0.047,14.269,39.137,18.374,1.04,0.488,0.571,2.123,3.099,5.122,0.019,0.000593757,3
"1929","Halifax",0.222040148,0.090722636,0.0000982772,0.006289738,0.033337321,0.033315957,0.063563957,0.032803038,27149.87494,266.9132851,2011.972412,2.311,0.14,0.039,25.405,29.891,4.783,0.181,0.079,0.698,0.286,1.99,1.831,0.008,0.000366045,3
"1930","Harnett",0.138055047,0.115993473,0.000343007,0.024834213,0.055572302,0.011997443,0.04698154,0.0020439,30006.94679,132.9322,1695.43123,3.314,0.161,0.045,21.376,28.234,7.266,0.151,0.08,0.55,0.179,1.178,2.111,0.022,0.000197748,3
"1931","Haywood",0.031223518,0.017331687,0.000205659,0.004611829,0.000104238,0.002456637,0.000160583,0.002798121,526.88178,42.84,71.2695,1.069,0.133,0.02,27.717,59.037,11.63,0.839,0.593,0.744,1.019,3.261,5.753,0.044,0.000166565,2
"1932","Henderson",0.093490028,0.044424428,0.000383292,0.032788169,0.001758146,0.031892432,0.02297255,0.2173289,6070.935073,52.36,711.5871133,0.569,0.1,0.044,20.59,41.6,5.738,0.564,0.277,0.491,0.617,2.162,4.568,0.017,0.000437352,1
"1933","Hertford",0.224859192,0.14630067,0.000121386,0.011353941,0.023709318,0.03606036,0.043725029,0.024399245,37081.21487,59.7252,3590.803217,2.382,0.223,0.031,22.635,25.417,4.648,0.129,0.068,0.63,0.114,1.394,2.258,0.014,0.000398212,3
"1934","Hoke",0.147141988,0.052234669,0.000143371,0.005097619,0.04718484,0.004141816,0.064186197,0.038866071,14041.68354,165.9696,974.31052,3.353,0.158,0.034,18.176,12.497,4.505,0.01,0.019,0.706,0.022,0.572,0.988,0.027,0.000178327,3
"1935","Hyde",0.096777344,0.012198253,0.00000988,0.0000636412,0.003991836,0.005681619,0.018756584,0.0420987,110681.3658,452.1564,10630.84126,1.865,0.315,0.045,20.583,33.039,5.245,1.291,0.281,0.538,0.793,1.558,5.038,0.027,0.000343289,3
"1936","Iredell",0.146160659,0.027499016,0.000201525,0.039231964,0.002417349,0.00181896,0.000531642,0.008301349,19665.25553,222.9258,1773.95752,1.88,0.161,0.046,30.566,58.568,14.78,0.426,0.481,0.761,0.938,3.275,4.907,0.044,0.000652209,2
"1937","Jackson",0.012032356,0.005921385,0.0000884732,0.0000600354,0.000619312,0.00234138,0,0.233436829,17.7378,9.52,4.0911,1.213,0.149,0.023,26.284,54.387,15.861,1.092,0.521,0.697,1.135,3.3,5.987,0.038,0.0000603847,2
"1938","Johnston",0.216257194,0.119085673,0.000453559,0.011949604,0.063333291,0.011486228,0.037203596,0.049000421,74982.08626,392.8148,4202.20056,3.117,0.22,0.057,19.463,19.66,6.921,0.153,0.066,0.551,0.193,1.266,2.205,0.017,0.000327963,3
"1939","Jones",0.163733706,0.076448016,0.000125444,0.011950161,0.02406868,0.027350022,0.06858798,0.281812841,28324.54341,303.6344851,2582.01031,1.692,0.131,0.019,16.386,21.807,2.224,0.06,0.037,0.613,0.406,0.642,0.941,0.023,0.00028899,3
